Lake,Angler,Length of Seine,Date,Year,Month,Species,Pounds
Lost Island Lake,,,5/8/2008,2008,5,FWD,200
Lost Island Lake,,,5/8/2008,2008,5,CAP,41000
Little Spirit Lake,,,5/12/2008,2008,5,BMB,6600
Little Spirit Lake,,,5/12/2008,2008,5,BMB,1100
Little Spirit Lake,,,5/12/2008,2008,5,FWD,0
Little Spirit Lake,,,5/12/2008,2008,5,FWD,0
Little Spirit Lake,,,5/12/2008,2008,5,CAP,9400
Little Spirit Lake,,,5/12/2008,2008,5,CAP,2900
Lost Island Lake,,,5/13/2008,2008,5,BMB,16500
Lost Island Lake,,,5/13/2008,2008,5,FWD,100
Lost Island Lake,,,5/13/2008,2008,5,CAP,20100
East Okoboji Lake,,,5/14/2008,2008,5,BMB,50
East Okoboji Lake,,,5/14/2008,2008,5,FWD,100
East Okoboji Lake,,,5/14/2008,2008,5,CAP,600
Lost Island Lake,,,5/15/2008,2008,5,BMB,11300
Lost Island Lake,,,5/15/2008,2008,5,FWD,0
Lost Island Lake,,,5/15/2008,2008,5,CAP,26500
Lost Island Lake,,,5/19/2008,2008,5,BMB,8500
Lost Island Lake,,,5/19/2008,2008,5,FWD,100
Lost Island Lake,,,5/19/2008,2008,5,CAP,39600
East Okoboji Lake,,,5/22/2008,2008,5,BMB,3200
East Okoboji Lake,,,5/22/2008,2008,5,FWD,1600
East Okoboji Lake,,,5/22/2008,2008,5,CAP,400
Tuttle Lake,,,6/3/2008,2008,6,BMB,2200
Tuttle Lake,,,6/3/2008,2008,6,BMB,13900
Tuttle Lake,,,6/3/2008,2008,6,FWD,0
Tuttle Lake,,,6/3/2008,2008,6,FWD,0
Tuttle Lake,,,6/3/2008,2008,6,CAP,6700
Tuttle Lake,,,6/3/2008,2008,6,CAP,3700
elk lake,,,9/3/2008,2008,9,BMB,3195
elk lake,,,9/3/2008,2008,9,FWD,0
elk lake,,,9/3/2008,2008,9,CAP,900
elk lake,,,9/4/2008,2008,9,BMB,11530
elk lake,,,9/4/2008,2008,9,FWD,0
elk lake,,,9/4/2008,2008,9,CAP,795
Ingham Lake,,,9/5/2008,2008,9,BMB,1575
Ingham Lake,,,9/5/2008,2008,9,FWD,0
Ingham Lake,,,9/5/2008,2008,9,CAP,425
little swan lake,,,9/30/2008,2008,9,BMB,7400
little swan lake,,,9/30/2008,2008,9,FWD,0
little swan lake,,,9/30/2008,2008,9,CAP,4900
little swan lake,,,10/1/2008,2008,10,BMB,6065
little swan lake,,,10/1/2008,2008,10,FWD,0
little swan lake,,,10/1/2008,2008,10,CAP,7100
Ingham Lake,,,10/2/2008,2008,10,BMB,4500
Ingham Lake,,,10/2/2008,2008,10,FWD,0
Ingham Lake,,,10/2/2008,2008,10,CAP,3550
West Swan Lake,,,10/23/2008,2008,10,BMB,875
West Swan Lake,,,10/23/2008,2008,10,FWD,0
West Swan Lake,,,10/23/2008,2008,10,CAP,750
West Swan Lake,,,10/24/2008,2008,10,BMB,0
West Swan Lake,,,10/24/2008,2008,10,FWD,0
West Swan Lake,,,10/24/2008,2008,10,CAP,0
Ingham Lake,,,10/25/2008,2008,10,BMB,850
Ingham Lake,,,10/25/2008,2008,10,FWD,0
Ingham Lake,,,10/25/2008,2008,10,CAP,6850
Trumbull Lake,,,10/27/2008,2008,10,BMB,10700
Trumbull Lake,,,10/27/2008,2008,10,FWD,0
Trumbull Lake,,,10/27/2008,2008,10,CAP,13500
Five Island Lake,,,10/29/2008,2008,10,BMB,6200
Five Island Lake,,,10/29/2008,2008,10,FWD,0
Five Island Lake,,,10/29/2008,2008,10,CAP,1150
Five Island Lake,,,10/30/2008,2008,10,BMB,7100
Five Island Lake,,,10/30/2008,2008,10,FWD,0
Five Island Lake,,,10/30/2008,2008,10,CAP,105
Trumbull Lake,,,11/3/2008,2008,11,BMB,7000
Trumbull Lake,,,11/3/2008,2008,11,FWD,0
Trumbull Lake,,,11/3/2008,2008,11,CAP,14400
West Okoboji Lake,,,3/2/2009,2009,3,BMB,"6,800"
West Okoboji Lake,,,3/2/2009,2009,3,FWD,"2,100"
West Okoboji Lake,,,3/2/2009,2009,3,CAP,"27,200"
East Okoboji Lake,,,3/3/2009,2009,3,BMB,"7,200"
East Okoboji Lake,,,3/3/2009,2009,3,FWD,"14,100"
East Okoboji Lake,,,3/3/2009,2009,3,CAP,"12,900"
East Okoboji Lake,,,3/4/2009,2009,3,BMB,"6,400"
East Okoboji Lake,,,3/4/2009,2009,3,FWD,"16,400"
East Okoboji Lake,,,3/4/2009,2009,3,CAP,"31,700"
West Okoboji Lake,,,3/5/2009,2009,3,BMB,1500
West Okoboji Lake,,,3/5/2009,2009,3,FWD,100
West Okoboji Lake,,,3/5/2009,2009,3,CAP,300
East Okoboji Lake,,,4/14/2009,2009,4,BMB,7200
East Okoboji Lake,,,4/14/2009,2009,4,FWD,6300
East Okoboji Lake,,,4/14/2009,2009,4,CAP,12500
High Lake,,,4/15/2009,2009,4,BMB,15200
High Lake,,,4/15/2009,2009,4,FWD,0
High Lake,,,4/15/2009,2009,4,CAP,55600
Tuttle Lake,,,4/20/2009,2009,4,BMB,6500
Tuttle Lake,,,4/20/2009,2009,4,FWD,0
Tuttle Lake,,,4/20/2009,2009,4,CAP,32300
High Lake,,,4/21/2009,2009,4,BMB,14100
High Lake,,,4/21/2009,2009,4,FWD,0
High Lake,,,4/21/2009,2009,4,CAP,27900
East Okoboji Lake,,,4/23/2009,2009,4,BMB,1500
East Okoboji Lake,,,4/23/2009,2009,4,FWD,900
East Okoboji Lake,,,4/23/2009,2009,4,CAP,16400
Five Island Lake,,,4/24/2009,2009,4,BMB,20110
Five Island Lake,,,4/24/2009,2009,4,FWD,0
Five Island Lake,,,4/24/2009,2009,4,CAP,495
Lost Island Lake,,,4/28/2009,2009,4,BMB,1600
Lost Island Lake,,,4/28/2009,2009,4,FWD,50
Lost Island Lake,,,4/28/2009,2009,4,CAP,13700
High Lake,,,4/29/2009,2009,4,BMB,5600
High Lake,,,4/29/2009,2009,4,FWD,0
High Lake,,,4/29/2009,2009,4,CAP,18200
Tuttle Lake,,,5/4/2009,2009,5,BMB,7400
Tuttle Lake,,,5/4/2009,2009,5,FWD,0
Tuttle Lake,,,5/4/2009,2009,5,CAP,18100
Lost Island Lake,,,5/5/2009,2009,5,BMB,3500
Lost Island Lake,,,5/5/2009,2009,5,FWD,0
Lost Island Lake,,,5/5/2009,2009,5,CAP,28300
Lost Island Lake,,,5/6/2009,2009,5,BMB,16700
Lost Island Lake,,,5/6/2009,2009,5,FWD,200
Lost Island Lake,,,5/6/2009,2009,5,CAP,48900
Lost Island Lake,,,5/11/2009,2009,5,BMB,1500
Lost Island Lake,,,5/11/2009,2009,5,FWD,50
Lost Island Lake,,,5/11/2009,2009,5,CAP,13900
East Okoboji Lake,,,5/12/2009,2009,5,BMB,11400
East Okoboji Lake,,,5/12/2009,2009,5,FWD,5800
East Okoboji Lake,,,5/12/2009,2009,5,CAP,1500
Spirit Lake,,,5/14/2009,2009,5,BMB,3500
Spirit Lake,,,5/14/2009,2009,5,FWD,5400
Spirit Lake,,,5/14/2009,2009,5,CAP,20500
Five Island Lake,,,9/8/2009,2009,9,BMB,18202
Five Island Lake,,,9/8/2009,2009,9,FWD,0
Five Island Lake,,,9/8/2009,2009,9,CAP,327
Virgin Lake,,,9/9/2009,2009,9,BMB,18200
Virgin Lake,,,9/9/2009,2009,9,FWD,0
Virgin Lake,,,9/9/2009,2009,9,CAP,17400
Five Island Lake,,,9/18/2009,2009,9,BMB,26820
Five Island Lake,,,9/18/2009,2009,9,FWD,0
Five Island Lake,,,9/18/2009,2009,9,CAP,1050
Five Island Lake,,,9/19/2009,2009,9,BMB,4120
Five Island Lake,,,9/19/2009,2009,9,FWD,0
Five Island Lake,,,9/19/2009,2009,9,CAP,2000
Virgin Lake,,,9/21/2009,2009,9,BMB,1500
Virgin Lake,,,9/21/2009,2009,9,FWD,0
Virgin Lake,,,9/21/2009,2009,9,CAP,5800
Trumbull Lake,,,9/22/2009,2009,9,BMB,1750
Trumbull Lake,,,9/22/2009,2009,9,FWD,0
Trumbull Lake,,,9/22/2009,2009,9,CAP,14250
elk lake,,,10/4/2009,2009,10,BMB,3785
elk lake,,,10/4/2009,2009,10,FWD,0
elk lake,,,10/4/2009,2009,10,CAP,1200
Five Island Lake,,,10/5/2009,2009,10,BMB,850
Five Island Lake,,,10/5/2009,2009,10,FWD,0
Five Island Lake,,,10/5/2009,2009,10,CAP,525
West Swan Lake,,,10/6/2009,2009,10,BMB,180
Five Island Lake,,,10/6/2009,2009,10,BMB,12240
West Swan Lake,,,10/6/2009,2009,10,FWD,0
Five Island Lake,,,10/6/2009,2009,10,FWD,0
West Swan Lake,,,10/6/2009,2009,10,CAP,31840
Five Island Lake,,,10/6/2009,2009,10,CAP,85
Ingham Lake,,,10/26/2009,2009,10,BMB,8611
Ingham Lake,,,10/26/2009,2009,10,FWD,0
Ingham Lake,,,10/26/2009,2009,10,CAP,11345
Ingham Lake,,,10/27/2009,2009,10,BMB,13839
Ingham Lake,,,10/27/2009,2009,10,FWD,0
Ingham Lake,,,10/27/2009,2009,10,CAP,8775
Trumbull Lake,,,11/17/2009,2009,11,BMB,2500
Trumbull Lake,,,11/17/2009,2009,11,FWD,0
Trumbull Lake,,,11/17/2009,2009,11,CAP,50
Trumbull Lake,,,11/18/2009,2009,11,BMB,3150
Trumbull Lake,,,11/18/2009,2009,11,FWD,0
Trumbull Lake,,,11/18/2009,2009,11,CAP,0
Lost Island Lake,,,3/10/2010,2010,3,BMB,105779
Lost Island Lake,,,3/10/2010,2010,3,FWD,100
Lost Island Lake,,,3/10/2010,2010,3,CAP,73030
East Okoboji Lake,,,4/20/2010,2010,4,BMB,19700
East Okoboji Lake,,,4/20/2010,2010,4,FWD,9500
East Okoboji Lake,,,4/20/2010,2010,4,CAP,4100
Lost Island Lake,,,4/21/2010,2010,4,BMB,22300
Lost Island Lake,,,4/21/2010,2010,4,FWD,150
Lost Island Lake,,,4/21/2010,2010,4,CAP,24453
Silver Lake (Dickinson),,,4/23/2010,2010,4,BMB,3200
Silver Lake (Dickinson),,,4/23/2010,2010,4,FWD,250
Silver Lake (Dickinson),,,4/23/2010,2010,4,CAP,20400
East Okoboji Lake,,,4/27/2010,2010,4,BMB,200
East Okoboji Lake,,,4/27/2010,2010,4,FWD,9800
East Okoboji Lake,,,4/27/2010,2010,4,CAP,700
Lost Island Lake,,,4/28/2010,2010,4,BMB,4400
Lost Island Lake,,,4/28/2010,2010,4,FWD,100
Lost Island Lake,,,4/28/2010,2010,4,CAP,17494
Lost Island Lake,,,4/29/2010,2010,4,BMB,3500
Lost Island Lake,,,4/29/2010,2010,4,FWD,0
Lost Island Lake,,,4/29/2010,2010,4,CAP,44070
Little Spirit lake,,,5/3/2010,2010,5,BMB,300
Little Spirit lake,,,5/3/2010,2010,5,FWD,0
Little Spirit lake,,,5/3/2010,2010,5,CAP,8250
East Okoboji Lake,,,5/4/2010,2010,5,BMB,10800
East Okoboji Lake,,,5/4/2010,2010,5,FWD,8500
East Okoboji Lake,,,5/4/2010,2010,5,CAP,2300
Tuttle Lake,,,5/6/2010,2010,5,BMB,17850
Tuttle Lake,,,5/6/2010,2010,5,FWD,100
Tuttle Lake,,,5/6/2010,2010,5,CAP,19949
Tuttle Lake,,,5/10/2010,2010,5,BMB,1000
Tuttle Lake,,,5/10/2010,2010,5,FWD,0
Tuttle Lake,,,5/10/2010,2010,5,CAP,550
Tuttle Lake,,,5/11/2010,2010,5,BMB,2100
Tuttle Lake,,,5/11/2010,2010,5,FWD,0
Tuttle Lake,,,5/11/2010,2010,5,CAP,8950
center lake,,,5/13/2010,2010,5,BMB,4450
center lake,,,5/13/2010,2010,5,FWD,700
center lake,,,5/13/2010,2010,5,CAP,28000
Spirit Lake,,,5/17/2010,2010,5,BMB,37000
Spirit Lake,,,5/17/2010,2010,5,FWD,38700
Spirit Lake,,,5/17/2010,2010,5,CAP,4200
East Okoboji Lake,,,5/19/2010,2010,5,BMB,10400
East Okoboji Lake,,,5/19/2010,2010,5,FWD,9700
East Okoboji Lake,,,5/19/2010,2010,5,CAP,300
center lake,,,5/24/2010,2010,5,BMB,2600
center lake,,,5/24/2010,2010,5,FWD,700
center lake,,,5/24/2010,2010,5,CAP,4100
Lost Island Lake,,,5/25/2010,2010,5,BMB,10200
Lost Island Lake,,,5/25/2010,2010,5,FWD,50
Lost Island Lake,,,5/25/2010,2010,5,CAP,38339
Elk lake,,,9/20/2010,2010,9,BMB,450
Elk lake,,,9/20/2010,2010,9,FWD,0
Elk lake,,,9/20/2010,2010,9,CAP,2175
Ingham Lake,,,9/21/2010,2010,9,BMB,5150
West Swan Lake,,,9/21/2010,2010,9,BMB,15200
Ingham Lake,,,9/21/2010,2010,9,FWD,0
West Swan Lake,,,9/21/2010,2010,9,FWD,0
Ingham Lake,,,9/21/2010,2010,9,CAP,785
West Swan Lake,,,9/21/2010,2010,9,CAP,3175
Silver Lake (Palo Alto),,,9/28/2010,2010,9,BMB,31800
Silver Lake (Palo Alto),,,9/28/2010,2010,9,FWD,0
Silver Lake (Palo Alto),,,9/28/2010,2010,9,CAP,27500
little swan lake,,,10/1/2010,2010,10,BMB,12250
little swan lake,,,10/1/2010,2010,10,FWD,0
little swan lake,,,10/1/2010,2010,10,CAP,1525
Little Swan Lake,,,10/2/2010,2010,10,BMB,4100
Little Swan Lake,,,10/2/2010,2010,10,FWD,0
Little Swan Lake,,,10/2/2010,2010,10,CAP,415
Trumbull Lake,,,10/5/2010,2010,10,BMB,16950
Trumbull Lake,,,10/5/2010,2010,10,FWD,0
Trumbull Lake,,,10/5/2010,2010,10,CAP,58500
elk lake,,,10/8/2010,2010,10,BMB,9300
elk lake,,,10/8/2010,2010,10,FWD,0
elk lake,,,10/8/2010,2010,10,CAP,120
Ingham Lake,,,10/9/2010,2010,10,BMB,3550
Ingham Lake,,,10/9/2010,2010,10,FWD,0
Ingham Lake,,,10/9/2010,2010,10,CAP,300
Lost Island Lake,,,10/11/2010,2010,10,BMB,29400
Lost Island Lake,,,10/11/2010,2010,10,FWD,50
Lost Island Lake,,,10/11/2010,2010,10,CAP,48700
Virgin Lake,,,10/13/2010,2010,10,BMB,1450
Lost Island Lake,,,10/13/2010,2010,10,BMB,18300
Virgin Lake,,,10/13/2010,2010,10,FWD,0
Lost Island Lake,,,10/13/2010,2010,10,FWD,40
Virgin Lake,,,10/13/2010,2010,10,CAP,50
Lost Island Lake,,,10/13/2010,2010,10,CAP,24200
Trumbull Lake,,,10/14/2010,2010,10,BMB,8400
Lost Island Lake,,,10/14/2010,2010,10,BMB,9400
Trumbull Lake,,,10/14/2010,2010,10,FWD,0
Lost Island Lake,,,10/14/2010,2010,10,FWD,20
Trumbull Lake,,,10/14/2010,2010,10,CAP,48050
Lost Island Lake,,,10/14/2010,2010,10,CAP,36100
Lost Island Lake,,,10/18/2010,2010,10,BMB,3600
Lost Island Lake,,,10/18/2010,2010,10,FWD,60
Lost Island Lake,,,10/18/2010,2010,10,CAP,14500
Lost Island Lake,,,10/19/2010,2010,10,BMB,7100
Lost Island Lake,,,10/19/2010,2010,10,FWD,50
Lost Island Lake,,,10/19/2010,2010,10,CAP,5600
Lost Island Lake,,,1/5/2011,2011,1,BMB,4300
Lost Island Lake,,,1/5/2011,2011,1,FWD,50
Lost Island Lake,,,1/5/2011,2011,1,CAP,3900
Lost Island Lake,,,1/6/2011,2011,1,BMB,132761
Lost Island Lake,,,1/6/2011,2011,1,FWD,732
Lost Island Lake,,,1/6/2011,2011,1,CAP,98675
Lost Island Lake,,,1/12/2011,2011,1,BMB,2200
Lost Island Lake,,,1/12/2011,2011,1,FWD,40
Lost Island Lake,,,1/12/2011,2011,1,CAP,2800
West Okoboji Lake,,,1/17/2011,2011,1,BMB,1800
West Okoboji Lake,,,1/17/2011,2011,1,FWD,0
West Okoboji Lake,,,1/17/2011,2011,1,CAP,600
Tuttle Lake,,,4/28/2011,2011,4,BMB,100
Tuttle Lake,,,4/28/2011,2011,4,FWD,0
Tuttle Lake,,,4/28/2011,2011,4,CAP,700
East Okoboji Lake,,,4/29/2011,2011,4,BMB,11000
East Okoboji Lake,,,4/29/2011,2011,4,FWD,5200
East Okoboji Lake,,,4/29/2011,2011,4,CAP,11300
Tuttle Lake,,,5/2/2011,2011,5,BMB,2100
Tuttle Lake,,,5/2/2011,2011,5,FWD,0
Tuttle Lake,,,5/2/2011,2011,5,CAP,4700
East Okoboji Lake,,,5/5/2011,2011,5,BMB,400
East Okoboji Lake,,,5/5/2011,2011,5,FWD,5300
East Okoboji Lake,,,5/5/2011,2011,5,CAP,800
center lake,,,5/10/2011,2011,5,BMB,3500
center lake,,,5/10/2011,2011,5,FWD,1400
center lake,,,5/10/2011,2011,5,CAP,10750
Center Lake,,,5/11/2011,2011,5,BMB,16800
Spirit Lake,,,5/11/2011,2011,5,BMB,4900
Center Lake,,,5/11/2011,2011,5,FWD,6900
Spirit Lake,,,5/11/2011,2011,5,FWD,41300
Center Lake,,,5/11/2011,2011,5,CAP,4550
Spirit Lake,,,5/11/2011,2011,5,CAP,6500
East Okoboji Lake,,,5/16/2011,2011,5,BMB,250
East Okoboji Lake,,,5/16/2011,2011,5,FWD,1600
East Okoboji Lake,,,5/16/2011,2011,5,CAP,200
Lost Island Lake,,,5/18/2011,2011,5,BMB,20
Lost Island Lake,,,5/18/2011,2011,5,FWD,0
Lost Island Lake,,,5/18/2011,2011,5,CAP,4300
Lost Island Lake,,,5/19/2011,2011,5,BMB,1200
High Lake,,,5/19/2011,2011,5,BMB,1800
Lost Island Lake,,,5/19/2011,2011,5,FWD,100
High Lake,,,5/19/2011,2011,5,FWD,0
Lost Island Lake,,,5/19/2011,2011,5,CAP,4000
High Lake,,,5/19/2011,2011,5,CAP,4600
Elk lake,,,9/18/2011,2011,9,BMB,9250
Elk lake,,,9/18/2011,2011,9,FWD,0
Elk lake,,,9/18/2011,2011,9,CAP,1180
Elk lake,,,9/19/2011,2011,9,BMB,1140
Elk lake,,,9/19/2011,2011,9,FWD,0
Elk lake,,,9/19/2011,2011,9,CAP,570
Ingham Lake,,,9/20/2011,2011,9,BMB,2440
Ingham Lake,,,9/20/2011,2011,9,FWD,0
Ingham Lake,,,9/20/2011,2011,9,CAP,850
little swan lake,,,9/25/2011,2011,9,BMB,11165
little swan lake,,,9/25/2011,2011,9,FWD,0
little swan lake,,,9/25/2011,2011,9,CAP,24395
little swan lake,,,10/1/2011,2011,10,BMB,6740
little swan lake,,,10/1/2011,2011,10,FWD,0
little swan lake,,,10/1/2011,2011,10,CAP,5900
little swan lake,,,10/2/2011,2011,10,BMB,4110
little swan lake,,,10/2/2011,2011,10,FWD,0
little swan lake,,,10/2/2011,2011,10,CAP,6900
Ingham Lake,,,10/8/2011,2011,10,BMB,2840
Ingham Lake,,,10/8/2011,2011,10,BMB,12430
Ingham Lake,,,10/8/2011,2011,10,FWD,0
Ingham Lake,,,10/8/2011,2011,10,FWD,0
Ingham Lake,,,10/8/2011,2011,10,CAP,240
Ingham Lake,,,10/8/2011,2011,10,CAP,410
Lost Island Lake,,,11/12/2011,2011,11,BMB,5715
Lost Island Lake,,,11/12/2011,2011,11,FWD,0
Lost Island Lake,,,11/12/2011,2011,11,CAP,6260
Lost Island Lake,,,11/13/2011,2011,11,BMB,38396
Lost Island Lake,,,11/13/2011,2011,11,FWD,16
Lost Island Lake,,,11/13/2011,2011,11,CAP,23536
Lost Island Lake,,,11/19/2011,2011,11,BMB,17320
Lost Island Lake,,,11/19/2011,2011,11,FWD,261
Lost Island Lake,,,11/19/2011,2011,11,CAP,5105
Lost Island Lake,,,11/28/2011,2011,11,BMB,24
Lost Island Lake,,,11/28/2011,2011,11,FWD,0
Lost Island Lake,,,11/28/2011,2011,11,CAP,6
Lost Island Lake,,,11/29/2011,2011,11,BMB,601
Lost Island Lake,,,11/29/2011,2011,11,FWD,35
Lost Island Lake,,,11/29/2011,2011,11,CAP,316
Lost Island Lake,,,3/26/2012,2012,3,BMB,21
Lost Island Lake,,,3/26/2012,2012,3,FWD,0
Lost Island Lake,,,3/26/2012,2012,3,CAP,33
Tuttle Lake,,,3/28/2012,2012,3,BMB,6200
Lost Island Lake,,,3/28/2012,2012,3,BMB,125
Tuttle Lake,,,3/28/2012,2012,3,FWD,1400
Lost Island Lake,,,3/28/2012,2012,3,FWD,55
Tuttle Lake,,,3/28/2012,2012,3,CAP,16700
Lost Island Lake,,,3/28/2012,2012,3,CAP,1192
East Okoboji Lake,,,3/29/2012,2012,3,BMB,5700
Lost Island Lake,,,3/29/2012,2012,3,BMB,440
East Okoboji Lake,,,3/29/2012,2012,3,FWD,1700
Lost Island Lake,,,3/29/2012,2012,3,FWD,12
East Okoboji Lake,,,3/29/2012,2012,3,CAP,8600
Lost Island Lake,,,3/29/2012,2012,3,CAP,850
Lost Island Lake,,,3/30/2012,2012,3,BMB,250
Lost Island Lake,,,3/30/2012,2012,3,FWD,7
Lost Island Lake,,,3/30/2012,2012,3,CAP,900
Center Lake,,,4/2/2012,2012,4,BMB,4200
Center Lake,,,4/2/2012,2012,4,FWD,450
Center Lake,,,4/2/2012,2012,4,CAP,16800
Spirit Lake,,,4/3/2012,2012,4,BMB,4600
Spirit Lake,,,4/3/2012,2012,4,FWD,3400
Spirit Lake,,,4/3/2012,2012,4,CAP,18300
East Okoboji Lake,,,4/4/2012,2012,4,BMB,5200
East Okoboji Lake,,,4/4/2012,2012,4,FWD,1800
East Okoboji Lake,,,4/4/2012,2012,4,CAP,15900
Center Lake,,,4/5/2012,2012,4,BMB,6900
Center Lake,,,4/5/2012,2012,4,FWD,1900
Center Lake,,,4/5/2012,2012,4,CAP,4600
High Lake,,,4/10/2012,2012,4,BMB,6000
High Lake,,,4/10/2012,2012,4,FWD,0
High Lake,,,4/10/2012,2012,4,CAP,37600
High Lake,,,4/12/2012,2012,4,BMB,3200
High Lake,,,4/12/2012,2012,4,FWD,0
High Lake,,,4/12/2012,2012,4,CAP,17600
little swan lake,,,4/17/2012,2012,4,BMB,1300
little swan lake,,,4/17/2012,2012,4,FWD,0
little swan lake,,,4/17/2012,2012,4,CAP,4200
Spirit Lake,,,4/18/2012,2012,4,BMB,4000
Spirit Lake,,,4/18/2012,2012,4,FWD,5300
Spirit Lake,,,4/18/2012,2012,4,CAP,11200
East Okoboji Lake,,,4/19/2012,2012,4,BMB,4400
East Okoboji Lake,,,4/19/2012,2012,4,FWD,0
East Okoboji Lake,,,4/19/2012,2012,4,CAP,2500
East Okoboji Lake,,,4/23/2012,2012,4,BMB,900
East Okoboji Lake,,,4/23/2012,2012,4,FWD,1100
East Okoboji Lake,,,4/23/2012,2012,4,CAP,2800
Five Island Lake,,,4/24/2012,2012,4,BMB,21000
Five Island Lake,,,4/24/2012,2012,4,FWD,0
Five Island Lake,,,4/24/2012,2012,4,CAP,24000
Five Island Lake,,,4/25/2012,2012,4,BMB,6400
Five Island Lake,,,4/25/2012,2012,4,FWD,0
Five Island Lake,,,4/25/2012,2012,4,CAP,57000
Silver Lake (Dickinson),,,4/30/2012,2012,4,BMB,2200
Silver Lake (Dickinson),,,4/30/2012,2012,4,FWD,200
Silver Lake (Dickinson),,,4/30/2012,2012,4,CAP,7400
Tuttle Lake,,,5/1/2012,2012,5,BMB,1700
Tuttle Lake,,,5/1/2012,2012,5,FWD,400
Tuttle Lake,,,5/1/2012,2012,5,CAP,4900
Lost Island Lake,,,5/5/2012,2012,5,BMB,16934
Lost Island Lake,,,5/5/2012,2012,5,FWD,0
Lost Island Lake,,,5/5/2012,2012,5,CAP,27982
Silver Lake (Palo Alto),,,9/7/2012,2012,9,BMB,14930
Silver Lake (Palo Alto),,,9/7/2012,2012,9,FWD,0
Silver Lake (Palo Alto),,,9/7/2012,2012,9,CAP,11860
Silver Lake (Palo Alto),,,9/14/2012,2012,9,BMB,1320
Silver Lake (Palo Alto),,,9/14/2012,2012,9,FWD,0
Silver Lake (Palo Alto),,,9/14/2012,2012,9,CAP,4550
Silver Lake (Palo Alto),,,9/15/2012,2012,9,BMB,1120
Silver Lake (Palo Alto),,,9/15/2012,2012,9,FWD,0
Silver Lake (Palo Alto),,,9/15/2012,2012,9,CAP,3025
Silver Lake (Palo Alto),,,9/16/2012,2012,9,BMB,6535
Silver Lake (Palo Alto),,,9/16/2012,2012,9,FWD,0
Silver Lake (Palo Alto),,,9/16/2012,2012,9,CAP,4900
Silver Lake (Palo Alto),,,11/2/2012,2012,11,BMB,6300
Silver Lake (Palo Alto),,,11/2/2012,2012,11,FWD,0
Silver Lake (Palo Alto),,,11/2/2012,2012,11,CAP,15495
Silver Lake (Palo Alto),,,11/3/2012,2012,11,BMB,5100
Silver Lake (Palo Alto),,,11/3/2012,2012,11,FWD,0
Silver Lake (Palo Alto),,,11/3/2012,2012,11,CAP,10500
Lost Island Lake,,,11/9/2012,2012,11,BMB,575
Lost Island Lake,,,11/9/2012,2012,11,FWD,0
Lost Island Lake,,,11/9/2012,2012,11,CAP,720
Ingham Lake,,,11/10/2012,2012,11,BMB,11400
Ingham Lake,,,11/10/2012,2012,11,FWD,0
Ingham Lake,,,11/10/2012,2012,11,CAP,4350
Ingham Lake,,,11/11/2012,2012,11,BMB,14400
Ingham Lake,,,11/11/2012,2012,11,FWD,0
Ingham Lake,,,11/11/2012,2012,11,CAP,3750
Ingham Lake,,,11/13/2012,2012,11,BMB,4900
Ingham Lake,,,11/13/2012,2012,11,FWD,0
Ingham Lake,,,11/13/2012,2012,11,CAP,10285
High Lake,,,4/16/2013,2013,4,BMB,10500
High Lake,,,4/16/2013,2013,4,FWD,0
High Lake,,,4/16/2013,2013,4,CAP,1800
Tuttle Lake,,,4/20/2013,2013,4,BMB,25060
Tuttle Lake,,,4/20/2013,2013,4,FWD,0
Tuttle Lake,,,4/20/2013,2013,4,CAP,31325
Center Lake,,,4/25/2013,2013,4,BMB,24800
Center Lake,,,4/25/2013,2013,4,FWD,2430
Center Lake,,,4/25/2013,2013,4,CAP,16750
Tuttle Lake,,,4/29/2013,2013,4,BMB,15480
Tuttle Lake,,,4/29/2013,2013,4,FWD,0
Tuttle Lake,,,4/29/2013,2013,4,CAP,950
Silver Lake (Dickinson),,,4/30/2013,2013,4,BMB,10800
Silver Lake (Dickinson),,,4/30/2013,2013,4,FWD,500
Silver Lake (Dickinson),,,4/30/2013,2013,4,CAP,22300
Five Island Lake,,,5/6/2013,2013,5,BMB,12600
Five Island Lake,,,5/6/2013,2013,5,FWD,50
Five Island Lake,,,5/6/2013,2013,5,CAP,17100
Five Island Lake,,,5/7/2013,2013,5,BMB,10600
Five Island Lake,,,5/7/2013,2013,5,FWD,0
Five Island Lake,,,5/7/2013,2013,5,CAP,17900
Spirit Lake,,,5/8/2013,2013,5,BMB,17000
Spirit Lake,,,5/8/2013,2013,5,FWD,6300
Spirit Lake,,,5/8/2013,2013,5,CAP,20250
Spirit Lake,,,5/9/2013,2013,5,BMB,200
Spirit Lake,,,5/9/2013,2013,5,FWD,100
Spirit Lake,,,5/9/2013,2013,5,CAP,100
High Lake,,,5/13/2013,2013,5,BMB,13000
High Lake,,,5/13/2013,2013,5,BMB,13000
Five Island Lake,,,5/13/2013,2013,5,BMB,2800
High Lake,,,5/13/2013,2013,5,FWD,0
High Lake,,,5/13/2013,2013,5,FWD,0
Five Island Lake,,,5/13/2013,2013,5,FWD,0
High Lake,,,5/13/2013,2013,5,CAP,950
High Lake,,,5/13/2013,2013,5,CAP,950
Five Island Lake,,,5/13/2013,2013,5,CAP,24600
Center Lake,,,5/14/2013,2013,5,BMB,950
Center Lake,,,5/14/2013,2013,5,FWD,200
Center Lake,,,5/14/2013,2013,5,CAP,280
